,Unnamed: 0,X1,N_REMESSA,REGIAO,UF-MINICIPIO,AREA_ha,R$ ADICIONAL,R$ SINISTRO,R$_RISCO,N_SICOR,N_SICOR_VARIEDADE,TP_CULTURA,ZARC,CESTA_PROD,MESINI_PLANTIO,ANOINI_PLANTIO,MESFIM_PLANTIO,ANOFIM_PLANTIO,MESINI_COLHEITA,ANOINI_COLHEITA,MESFIM_COLHEITA,ANOFIM_COLHEITA,N_EVENTO,MESINI_EVENTO,ANOINI_EVENTO,MESFIM_EVENTO,ANOFIM_EVENTO,MESCOP,ANOCOP,Z,Latitude,Longitude
0,1,280,PROAGRO_MAIS,SUL,AGUA SANTA,16.0,484.5,17766.89,24224.8,TRIGO,N?O SE APLICA,DEMAIS CULTURAS,ZARC,Safra de Inverno (3? Safra),6,2014,6,2014,11,2014,11,2014,CHUVA EXCESSIVA,9,2014,10,2014,10,2014,0.7334174069548559,-28.17,-52.03
1,2,578,PROAGRO_MAIS,SUL,AGUA SANTA,15.0,319.91,9076.73,15995.7,TRIGO,N?O SE APLICA,DEMAIS CULTURAS,ZARC,Safra de Inverno (3? Safra),6,2014,6,2014,11,2014,11,2014,CHUVA EXCESSIVA,9,2014,9,2014,11,2014,0.567448126684046,-28.17,-52.03
2,3,1454,PROAGRO_MAIS,SUL,AGUDO,4.6,147.84,1774.09,7392.07,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,11,2014,2,2015,6,2015,GRANIZO,12,2014,12,2014,12,2014,0.23999908009529103,-29.64,-53.24
3,4,1603,PROAGRO_MAIS,SUL,AGUDO,8.0,235.44,354.04,23543.68,ARROZ,N?O SE APLICA,DEMAIS CULTURAS,ZARC,Irrigadas,9,2014,9,2014,3,2015,3,2015,CHUVA EXCESSIVA,2,2015,2,2015,3,2015,0.0150375812107538,-29.64,-53.24
4,5,10,PROAGRO_MAIS,SUL,AJURICABA,32.0,1356.29,58102.77,67814.4,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,10,2014,4,2015,SECA,11,2014,12,2014,1,2015,0.8567910355322759,-28.23,-53.77
5,6,18,PROAGRO_MAIS,SUL,AJURICABA,30.0,1266.0,52415.96,63300.0,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,10,2014,4,2015,SECA,11,2014,12,2014,12,2014,0.8280562401263821,-28.23,-53.77
6,7,34,PROAGRO_MAIS,SUL,AJURICABA,25.0,995.0,43582.97,49750.0,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,10,2014,4,2015,SECA,11,2014,12,2014,12,2014,0.8760395979899499,-28.23,-53.77
7,8,38,PROAGRO_MAIS,SUL,AJURICABA,21.0,933.84,42628.91,46691.85,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,10,2014,4,2015,SECA,11,2014,12,2014,12,2014,0.9129839575857459,-28.23,-53.77
8,9,42,PROAGRO_MAIS,SUL,AJURICABA,30.0,1004.07,41909.07,50203.6,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,2,2015,SECA,11,2014,12,2014,12,2014,0.8347821670159109,-28.23,-53.77
9,10,53,PROAGRO_MAIS,SUL,AJURICABA,25.0,995.0,38594.57,49750.0,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,10,2014,4,2015,SECA,11,2014,12,2014,12,2014,0.7757702512562809,-28.23,-53.77
10,11,58,PROAGRO_MAIS,SUL,AJURICABA,35.0,890.08,37482.92,44503.9,TRIGO,N?O SE APLICA,DEMAIS CULTURAS,ZARC,Safra de Inverno (3? Safra),6,2014,7,2014,10,2014,11,2014,CHUVA EXCESSIVA,9,2014,10,2014,10,2014,0.8422389947847271,-28.23,-53.77
11,12,70,PROAGRO_MAIS,SUL,AJURICABA,17.0,821.4,35229.35,41070.0,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,10,2014,10,2014,4,2015,SECA,11,2014,12,2014,12,2014,0.8577879230581931,-28.23,-53.77
12,13,79,PROAGRO_MAIS,SUL,AJURICABA,18.0,779.38,33965.58,38969.06,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,10,2014,4,2015,SECA,11,2014,12,2014,12,2014,0.8716037800244599,-28.23,-53.77
13,14,98,PROAGRO_MAIS,SUL,AJURICABA,15.0,697.68,30106.03,34884.0,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,10,2014,4,2015,SECA,11,2014,12,2014,12,2014,0.863032622405687,-28.23,-53.77
14,15,119,PROAGRO_MAIS,SUL,AJURICABA,15.0,697.68,28250.06,34884.0,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,8,2014,10,2014,4,2015,SECA,11,2014,12,2014,12,2014,0.809828574704736,-28.23,-53.77
15,16,126,PROAGRO_MAIS,SUL,AJURICABA,13.0,569.32,27571.21,28466.1,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,10,2014,10,2014,4,2015,SECA,11,2014,12,2014,12,2014,0.968562957342242,-28.23,-53.77
16,17,141,PROAGRO_MAIS,SUL,AJURICABA,20.0,716.05,26074.28,35802.4,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,10,2014,10,2014,1,2015,2,2015,SECA,11,2014,12,2014,12,2014,0.728283020132728,-28.23,-53.77
17,18,158,PROAGRO_MAIS,SUL,AJURICABA,14.0,613.12,23782.14,30655.8,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,10,2014,4,2015,SECA,11,2014,12,2014,1,2015,0.7757794609829142,-28.23,-53.77
18,19,189,PROAGRO_MAIS,SUL,AJURICABA,16.8,483.88,21927.62,24194.02,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,10,2014,1,2015,2,2015,SECA,11,2014,12,2014,1,2015,0.9063239593916179,-28.23,-53.77
19,20,190,PROAGRO_MAIS,SUL,AJURICABA,16.0,577.25,21705.78,28862.59,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,2,2015,SECA,11,2014,12,2014,12,2014,0.752038538467962,-28.23,-53.77
20,21,193,PROAGRO_MAIS,SUL,AJURICABA,12.0,511.63,21497.32,25581.6,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,10,2014,10,2014,4,2015,SECA,11,2014,12,2014,12,2014,0.8403430590737091,-28.23,-53.77
21,22,207,PROAGRO_MAIS,SUL,AJURICABA,10.0,404.76,20815.76,20237.89,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,10,2014,4,2015,SECA,11,2014,12,2014,12,2014,1.02855386604038,-28.23,-53.77
22,23,223,PROAGRO_MAIS,SUL,AJURICABA,11.7,540.14,19795.04,27007.0,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,8,2014,10,2014,4,2015,SECA,11,2014,12,2014,12,2014,0.732959603065872,-28.23,-53.77
23,24,228,PROAGRO_MAIS,SUL,AJURICABA,17.5,504.04,19672.44,25202.1,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,1,2015,SECA,11,2014,12,2014,12,2014,0.780587332008047,-28.23,-53.77
24,25,254,PROAGRO_MAIS,SUL,AJURICABA,6.0,418.61,18743.64,20930.4,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,10,2014,4,2015,SECA,11,2014,12,2014,12,2014,0.895522302488247,-28.23,-53.77
25,26,262,PROAGRO_MAIS,SUL,AJURICABA,12.5,472.95,18299.19,23647.6,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,1,2015,SECA,11,2014,12,2014,12,2014,0.7738286337725601,-28.23,-53.77
26,27,285,PROAGRO_MAIS,SUL,AJURICABA,10.0,465.12,17558.47,23256.0,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,10,2014,4,2015,SECA,11,2014,12,2014,12,2014,0.7550081699346409,-28.23,-53.77
27,28,294,PROAGRO_MAIS,SUL,AJURICABA,14.0,573.97,16975.3,28698.3,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,10,2014,10,2014,2,2015,3,2015,SECA,11,2014,12,2014,12,2014,0.591508904708641,-28.23,-53.77
28,29,295,PROAGRO_MAIS,SUL,AJURICABA,12.9,371.55,16945.92,18577.55,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,10,2014,1,2015,2,2015,SECA,11,2014,12,2014,1,2015,0.9121719494766529,-28.23,-53.77
29,30,313,PROAGRO_MAIS,SUL,AJURICABA,15.0,567.91,16187.91,28395.26,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,8,2014,1,2015,1,2015,SECA,11,2014,12,2014,12,2014,0.570091980140347,-28.23,-53.77
30,31,315,PROAGRO_MAIS,SUL,AJURICABA,10.0,465.12,16034.5,23256.0,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,10,2014,10,2014,10,2014,4,2015,SECA,12,2014,12,2014,1,2015,0.689477984176127,-28.23,-53.77
31,32,316,PROAGRO_MAIS,SUL,AJURICABA,5.0,368.22,16024.98,18411.0,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,10,2014,4,2015,SECA,11,2014,12,2014,12,2014,0.8704024767801859,-28.23,-53.77
32,33,344,PROAGRO_MAIS,SUL,AJURICABA,10.0,404.0,15202.69,20200.0,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,10,2014,4,2015,SECA,11,2014,12,2014,1,2015,0.7526084158415841,-28.23,-53.77
33,34,359,PROAGRO_MAIS,SUL,AJURICABA,15.0,541.18,14732.51,27058.68,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,8,2014,1,2015,2,2015,SECA,11,2014,12,2014,12,2014,0.5444652141198311,-28.23,-53.77
34,35,369,PROAGRO_MAIS,SUL,AJURICABA,9.0,340.75,14339.57,17037.15,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,1,2015,SECA,11,2014,12,2014,12,2014,0.841664832439698,-28.23,-53.77
35,36,373,PROAGRO_MAIS,SUL,AJURICABA,12.0,454.32,14128.89,22716.21,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,2,2015,SECA,11,2014,12,2014,12,2014,0.621973912021415,-28.23,-53.77
36,37,380,PROAGRO_MAIS,SUL,AJURICABA,10.0,362.28,13755.39,18114.19,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,9,2014,12,2014,1,2015,SECA,11,2014,12,2014,12,2014,0.759370968285085,-28.23,-53.77
37,38,382,PROAGRO_MAIS,SUL,AJURICABA,25.0,860.06,13648.22,43003.0,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,10,2014,10,2014,1,2015,2,2015,SECA,11,2014,12,2014,1,2015,0.31737832244262,-28.23,-53.77
38,39,402,PROAGRO_MAIS,SUL,AJURICABA,6.0,279.07,12965.65,13953.6,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,10,2014,4,2015,SECA,11,2014,12,2014,12,2014,0.9291974830868021,-28.23,-53.77
39,40,410,PROAGRO_MAIS,SUL,AJURICABA,10.0,362.28,12825.06,18114.19,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,1,2015,SECA,11,2014,12,2014,12,2014,0.708011785235774,-28.23,-53.77
40,41,430,PROAGRO_MAIS,SUL,AJURICABA,10.0,308.29,12316.18,15414.82,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,10,2014,10,2014,1,2015,2,2015,SECA,11,2014,12,2014,1,2015,0.7989830565650459,-28.23,-53.77
41,42,462,PROAGRO_MAIS,SUL,AJURICABA,8.0,289.83,11501.29,14491.35,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,12,2014,1,2015,SECA,11,2014,12,2014,12,2014,0.7936658765401429,-28.23,-53.77
42,43,472,PROAGRO_MAIS,SUL,AJURICABA,25.0,905.91,11273.73,45295.71,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,11,2014,1,2015,2,2015,SECA,11,2014,12,2014,12,2014,0.248891782466816,-28.23,-53.77
43,44,525,PROAGRO_MAIS,SUL,AJURICABA,5.0,218.97,9934.84,10948.5,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,10,2014,4,2015,SECA,11,2014,12,2014,12,2014,0.907415627711559,-28.23,-53.77
44,45,529,PROAGRO_MAIS,SUL,AJURICABA,5.0,232.56,9852.05,11628.0,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,8,2014,4,2015,4,2015,SECA,10,2014,10,2014,10,2014,0.847269521843825,-28.23,-53.77
45,46,537,PROAGRO_MAIS,SUL,AJURICABA,10.0,378.0,9598.62,18900.0,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,2,2015,SECA,11,2014,12,2014,1,2015,0.507863492063492,-28.23,-53.77
46,47,543,PROAGRO_MAIS,SUL,AJURICABA,5.0,232.56,9549.35,11628.0,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,10,2014,4,2015,SECA,11,2014,12,2014,12,2014,0.8212375300997591,-28.23,-53.77
47,48,551,PROAGRO_MAIS,SUL,AJURICABA,5.5,213.19,9434.94,10659.0,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,10,2014,4,2015,SECA,11,2014,12,2014,12,2014,0.8851618350689558,-28.23,-53.77
48,49,552,PROAGRO_MAIS,SUL,AJURICABA,5.0,236.95,9423.22,11847.29,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,1,2015,SECA,11,2014,12,2014,1,2015,0.7953903382123679,-28.23,-53.77
49,50,563,PROAGRO_MAIS,SUL,AJURICABA,6.0,216.47,9267.74,10823.47,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,12,2014,1,2015,SECA,11,2014,12,2014,12,2014,0.8562632870973911,-28.23,-53.77
50,51,565,PROAGRO_MAIS,SUL,AJURICABA,10.0,360.78,9238.0,18039.12,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,9,2014,1,2015,2,2015,SECA,11,2014,12,2014,12,2014,0.5121092381446539,-28.23,-53.77
51,52,566,PROAGRO_MAIS,SUL,AJURICABA,6.0,279.07,9227.61,13953.6,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,8,2014,10,2014,4,2015,SECA,11,2014,12,2014,12,2014,0.6613067595459239,-28.23,-53.77
52,53,571,PROAGRO_MAIS,SUL,AJURICABA,7.0,253.6,9151.07,12679.93,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,1,2015,SECA,11,2014,12,2014,12,2014,0.7216972017984329,-28.23,-53.77
53,54,592,PROAGRO_MAIS,SUL,AJURICABA,6.0,227.16,8920.59,11358.1,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,1,2015,SECA,11,2014,12,2014,12,2014,0.7853945642316941,-28.23,-53.77
54,55,616,PROAGRO_MAIS,SUL,AJURICABA,7.0,321.92,8574.98,16096.09,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,2,2015,SECA,11,2014,12,2014,12,2014,0.532736832361151,-28.23,-53.77
55,56,634,PROAGRO_MAIS,SUL,AJURICABA,6.5,246.1,8330.48,12304.61,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,9,2014,1,2015,2,2015,SECA,11,2014,12,2014,1,2015,0.677021051459575,-28.23,-53.77
56,57,640,PROAGRO_MAIS,SUL,AJURICABA,8.5,244.82,8186.08,12241.02,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,8,2014,1,2015,2,2015,SECA,11,2014,12,2014,1,2015,0.668741657149486,-28.23,-53.77
57,58,646,PROAGRO_MAIS,SUL,AJURICABA,9.0,385.98,8148.25,19299.22,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,10,2014,10,2014,1,2015,1,2015,SECA,11,2014,12,2014,12,2014,0.42220618242602503,-28.23,-53.77
58,59,657,PROAGRO_MAIS,SUL,AJURICABA,4.0,186.05,8052.16,9302.4,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,10,2014,10,2014,10,2014,4,2015,SECA,11,2014,12,2014,1,2015,0.865600275197798,-28.23,-53.77
59,60,676,PROAGRO_MAIS,SUL,AJURICABA,5.5,210.18,7847.21,10509.3,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,2,2015,SECA,11,2014,12,2014,1,2015,0.746691977581761,-28.23,-53.77
60,61,692,PROAGRO_MAIS,SUL,AJURICABA,11.0,316.83,7626.54,15841.32,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,8,2014,1,2015,2,2015,SECA,11,2014,12,2014,1,2015,0.481433365401368,-28.23,-53.77
61,62,703,PROAGRO_MAIS,SUL,AJURICABA,4.5,170.98,7459.11,8549.14,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,2,2015,2,2015,SECA,11,2014,12,2014,1,2015,0.8724982863773431,-28.23,-53.77
62,63,738,PROAGRO_MAIS,SUL,AJURICABA,8.0,289.83,6964.54,14491.35,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,8,2014,1,2015,2,2015,SECA,11,2014,12,2014,12,2014,0.48059980609122,-28.23,-53.77
63,64,766,PROAGRO_MAIS,SUL,AJURICABA,9.0,259.22,6680.72,12961.08,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,2,2015,SECA,11,2014,12,2014,1,2015,0.5154447005959379,-28.23,-53.77
64,65,769,PROAGRO_MAIS,SUL,AJURICABA,5.0,191.08,6618.23,9553.91,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,1,2015,SECA,11,2014,12,2014,12,2014,0.692724758763689,-28.23,-53.77
65,66,797,PROAGRO_MAIS,SUL,AJURICABA,10.0,288.02,6295.18,14401.2,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,2,2015,SECA,11,2014,12,2014,12,2014,0.43712885037358,-28.23,-53.77
66,67,805,PROAGRO_MAIS,SUL,AJURICABA,4.0,151.98,6210.22,7599.24,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,2,2015,3,2015,SECA,11,2014,12,2014,1,2015,0.8172159321195279,-28.23,-53.77
67,68,810,PROAGRO_MAIS,SUL,AJURICABA,4.0,144.91,6166.61,7245.67,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,1,2015,SECA,11,2014,12,2014,12,2014,0.8510751938744101,-28.23,-53.77
68,69,814,PROAGRO_MAIS,SUL,AJURICABA,5.0,180.39,6097.53,9019.56,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,9,2014,1,2015,2,2015,SECA,11,2014,12,2014,12,2014,0.676034085919934,-28.23,-53.77
69,70,817,PROAGRO_MAIS,SUL,AJURICABA,8.0,288.63,6073.61,14431.29,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,9,2014,2,2015,2,2015,SECA,11,2014,12,2014,2,2015,0.42086396988765395,-28.23,-53.77
70,71,822,PROAGRO_MAIS,SUL,AJURICABA,4.0,142.04,6054.2,7101.73,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,10,2014,1,2015,2,2015,SECA,11,2014,12,2014,12,2014,0.8524965043728779,-28.23,-53.77
71,72,856,PROAGRO_MAIS,SUL,AJURICABA,6.0,172.81,5743.47,8640.72,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,2,2015,SECA,11,2014,12,2014,1,2015,0.664698080715496,-28.23,-53.77
72,73,859,PROAGRO_MAIS,SUL,AJURICABA,4.0,144.91,5706.56,7245.67,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,8,2014,1,2015,1,2015,SECA,11,2014,12,2014,12,2014,0.7875821007581079,-28.23,-53.77
73,74,868,PROAGRO_MAIS,SUL,AJURICABA,6.0,217.37,5604.33,10868.51,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,1,2015,SECA,11,2014,12,2014,12,2014,0.515648419148531,-28.23,-53.77
74,75,920,PROAGRO_MAIS,SUL,AJURICABA,3.18,115.2,5161.8,5760.31,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,1,2015,SECA,11,2014,12,2014,12,2014,0.8960976058580179,-28.23,-53.77
75,76,930,PROAGRO_MAIS,SUL,AJURICABA,5.0,234.62,5060.75,11730.78,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,2,2015,SECA,11,2014,11,2014,12,2014,0.431407800674806,-28.23,-53.77
76,77,937,PROAGRO_MAIS,SUL,AJURICABA,4.0,144.31,4998.82,7215.64,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,2,2015,SECA,11,2014,12,2014,12,2014,0.692775692800639,-28.23,-53.77
77,78,950,PROAGRO_MAIS,SUL,AJURICABA,4.0,115.21,4881.56,5760.48,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,10,2014,10,2014,1,2015,2,2015,SECA,11,2014,12,2014,12,2014,0.8474224370191371,-28.23,-53.77
78,79,965,PROAGRO_MAIS,SUL,AJURICABA,4.0,155.13,4759.91,7756.54,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,10,2014,10,2014,1,2015,2,2015,SECA,11,2014,12,2014,1,2015,0.613664082180972,-28.23,-53.77
79,80,966,PROAGRO_MAIS,SUL,AJURICABA,4.0,144.91,4756.88,7245.67,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,2,2015,SECA,11,2014,12,2014,12,2014,0.6565134763244809,-28.23,-53.77
80,81,969,PROAGRO_MAIS,SUL,AJURICABA,5.0,189.98,4743.93,9499.05,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,1,2015,SECA,11,2014,12,2014,12,2014,0.499410993730952,-28.23,-53.77
81,82,976,PROAGRO_MAIS,SUL,AJURICABA,3.5,132.99,4676.63,6649.33,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,2,2015,SECA,11,2014,12,2014,1,2015,0.7033234927428779,-28.23,-53.77
82,83,1023,PROAGRO_MAIS,SUL,AJURICABA,3.0,113.59,4369.01,5679.05,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,1,2015,SECA,11,2014,12,2014,1,2015,0.769320572983157,-28.23,-53.77
83,84,1044,PROAGRO_MAIS,SUL,AJURICABA,6.0,259.58,4276.63,12978.85,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,10,2014,4,2015,SECA,11,2014,12,2014,1,2015,0.32950762201581796,-28.23,-53.77
84,85,1063,PROAGRO_MAIS,SUL,AJURICABA,3.0,113.59,4186.64,5679.05,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,2,2015,SECA,11,2014,12,2014,1,2015,0.7372078076438839,-28.23,-53.77
85,86,1080,PROAGRO_MAIS,SUL,AJURICABA,5.0,144.01,4060.22,7200.6,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,1,2015,SECA,11,2014,12,2014,12,2014,0.5638724550731881,-28.23,-53.77
86,87,1148,PROAGRO_MAIS,SUL,AJURICABA,3.0,92.93,3684.21,4646.49,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,1,2015,SECA,11,2014,12,2014,12,2014,0.792901738731817,-28.23,-53.77
87,88,1160,PROAGRO_MAIS,SUL,AJURICABA,2.0,75.99,3596.07,3799.62,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,2,2015,SECA,11,2014,12,2014,12,2014,0.946428853411657,-28.23,-53.77
88,89,1168,PROAGRO_MAIS,SUL,AJURICABA,3.0,108.24,3549.23,5411.73,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,2,2015,SECA,11,2014,12,2014,1,2015,0.6558401841924859,-28.23,-53.77
89,90,1185,PROAGRO_MAIS,SUL,AJURICABA,3.0,113.59,3475.53,5679.05,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,2,2015,SECA,11,2014,12,2014,1,2015,0.611991442230655,-28.23,-53.77
90,91,1187,PROAGRO_MAIS,SUL,AJURICABA,3.0,108.69,3461.75,5434.25,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,1,2015,SECA,11,2014,12,2014,12,2014,0.637024428393983,-28.23,-53.77
91,92,1218,PROAGRO_MAIS,SUL,AJURICABA,4.0,155.04,3262.89,7752.0,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,10,2014,4,2015,SECA,11,2014,12,2014,12,2014,0.42090944272445796,-28.23,-53.77
92,93,1357,PROAGRO_MAIS,SUL,AJURICABA,1.0,49.41,2401.74,2470.5,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,10,2014,10,2014,10,2014,4,2015,SECA,11,2014,12,2014,1,2015,0.9721675774134789,-28.23,-53.77
93,94,1358,PROAGRO_MAIS,SUL,AJURICABA,22.0,869.8,2393.34,43489.87,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,9,2014,1,2015,2,2015,SECA,11,2014,12,2014,12,2014,0.0550321258720709,-28.23,-53.77
94,95,1407,PROAGRO_MAIS,SUL,AJURICABA,4.0,123.88,2064.07,6193.62,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,12,2014,12,2014,4,2015,5,2015,SECA,3,2015,3,2015,4,2015,0.333257448794082,-28.23,-53.77
95,96,1441,PROAGRO_MAIS,SUL,AJURICABA,2.0,57.6,1834.63,2880.24,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,8,2014,1,2015,1,2015,SECA,11,2014,12,2014,12,2014,0.6369712246201711,-28.23,-53.77
96,97,1468,PROAGRO_MAIS,SUL,AJURICABA,1.0,36.17,1631.19,1808.81,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,2,2015,SECA,11,2014,12,2014,12,2014,0.90180284275297,-28.23,-53.77
97,98,1605,PROAGRO_MAIS,SUL,AJURICABA,5.0,180.39,353.33,9019.56,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,2,2015,SECA,11,2014,12,2014,12,2014,0.0391737512694633,-28.23,-53.77
98,99,1606,PROAGRO_MAIS,SUL,AJURICABA,3.49,125.91,352.92,6295.65,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,10,2014,10,2014,1,2015,2,2015,SECA,11,2014,12,2014,12,2014,0.0560577541635891,-28.23,-53.77
99,100,464,PROAGRO_MAIS,SUL,ALECRIM,5.0,299.25,11442.32,14962.5,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,8,2014,1,2015,1,2015,SECA,11,2014,12,2014,1,2015,0.7647331662489558,-27.65,-54.76
