"","X1","N_REMESSA","REGIAO","UF-MINICIPIO","AREA_ha","R$ ADICIONAL","R$ SINISTRO","R$_RISCO","N_SICOR","N_SICOR_VARIEDADE","TP_CULTURA","ZARC","CESTA_PROD","MESINI_PLANTIO","ANOINI_PLANTIO","MESFIM_PLANTIO","ANOFIM_PLANTIO","MESINI_COLHEITA","ANOINI_COLHEITA","MESFIM_COLHEITA","ANOFIM_COLHEITA","N_EVENTO","MESINI_EVENTO","ANOINI_EVENTO","MESFIM_EVENTO","ANOFIM_EVENTO","MESCOP","ANOCOP","Z","Latitude","Longitude"
"372",986,"PROAGRO_MAIS","SUL","CATUIPE",3,108.69,4609.49,5434.25,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.848229286470074,-28.25,-54.01
"373",994,"PROAGRO_MAIS","SUL","CATUIPE",4,125.55,4564.06,6277.12,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,3,2015,3,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.727094591150082,-28.25,-54.01
"374",999,"PROAGRO_MAIS","SUL","CATUIPE",4,153.74,4531.39,7687.27,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.589466741769185,-28.25,-54.01
"375",1035,"PROAGRO_MAIS","SUL","CATUIPE",4,116.36,4330.02,5818.08,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,12,2014,12,2014,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.744235211616203,-28.25,-54.01
"376",1040,"PROAGRO_MAIS","SUL","CATUIPE",4,118.7,4300.51,5934.65,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,3,2015,3,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.724644250292772,-28.25,-54.01
"377",1090,"PROAGRO_MAIS","SUL","CATUIPE",2.5,93.78,3997.47,4689,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.852520793346129,-28.25,-54.01
"378",1129,"PROAGRO_MAIS","SUL","CATUIPE",2,73.03,3781.2,3651.63,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,1.03548278440039,-28.25,-54.01
"379",1149,"PROAGRO_MAIS","SUL","CATUIPE",3,87.27,3681.57,4363.56,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.843707889888073,-28.25,-54.01
"380",1162,"PROAGRO_MAIS","SUL","CATUIPE",3,87.27,3581.62,4363.56,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.820802280706579,-28.25,-54.01
"381",1167,"PROAGRO_MAIS","SUL","CATUIPE",3,89.47,3552.73,4473.19,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.794227385825328,-28.25,-54.01
"382",1169,"PROAGRO_MAIS","SUL","CATUIPE",2.5,90.2,3544.26,4509.78,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.785905299149848,-28.25,-54.01
"383",1173,"PROAGRO_MAIS","SUL","CATUIPE",3,90.44,3530.22,4521.94,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.780687050248345,-28.25,-54.01
"384",1182,"PROAGRO_MAIS","SUL","CATUIPE",3,114.42,3486.21,5721.03,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.609367543956246,-28.25,-54.01
"385",1188,"PROAGRO_MAIS","SUL","CATUIPE",3,108.69,3456.81,5434.25,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.636115379307172,-28.25,-54.01
"386",1190,"PROAGRO_MAIS","SUL","CATUIPE",3,109.97,3434.86,5498.13,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.624732409019066,-28.25,-54.01
"387",1195,"PROAGRO_MAIS","SUL","CATUIPE",3,113.99,3385.48,5699.43,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.59400325997512,-28.25,-54.01
"388",1213,"PROAGRO_MAIS","SUL","CATUIPE",2,77.29,3280.94,3864.76,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.848937579565096,-28.25,-54.01
"389",1214,"PROAGRO_MAIS","SUL","CATUIPE",3,90.07,3272.75,4503.52,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,2,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.726709329591075,-28.25,-54.01
"390",1228,"PROAGRO_MAIS","SUL","CATUIPE",2,72.45,3202.02,3622.83,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.883844949942448,-28.25,-54.01
"391",1232,"PROAGRO_MAIS","SUL","CATUIPE",3.5,102.82,3172.22,5141.22,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.617016972625175,-28.25,-54.01
"392",1242,"PROAGRO_MAIS","SUL","CATUIPE",3,114.02,3143.31,5700.65,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.551395016357784,-28.25,-54.01
"393",1257,"PROAGRO_MAIS","SUL","CATUIPE",2,73.61,3051.72,3680.43,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,12,2014,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.82917485185155,-28.25,-54.01
"394",1274,"PROAGRO_MAIS","SUL","CATUIPE",2,59.1,2956.91,2955.04,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,1.00063281715307,-28.25,-54.01
"395",1278,"PROAGRO_MAIS","SUL","CATUIPE",2,72.45,2938.13,3622.83,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,1,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.81100410452602,-28.25,-54.01
"396",1284,"PROAGRO_MAIS","SUL","CATUIPE",3,72.39,2864.75,3619.45,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.791487656964456,-28.25,-54.01
"397",1307,"PROAGRO_MAIS","SUL","CATUIPE",2,71.97,2716.22,3598.52,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",10,2014,10,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.75481586874604,-28.25,-54.01
"398",1320,"PROAGRO_MAIS","SUL","CATUIPE",2,72.45,2636.93,3622.83,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,2,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.727864680374183,-28.25,-54.01
"399",1332,"PROAGRO_MAIS","SUL","CATUIPE",2,72.44,2574.1,3622.22,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.710641540270884,-28.25,-54.01
"400",1338,"PROAGRO_MAIS","SUL","CATUIPE",4,130.56,2541.36,6528,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",12,2014,12,2014,12,2014,0.389301470588235,-28.25,-54.01
"401",1420,"PROAGRO_MAIS","SUL","CATUIPE",1,36.23,1989.05,1811.41,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,1.09806725147813,-28.25,-54.01
"402",1430,"PROAGRO_MAIS","SUL","CATUIPE",1.5,54.11,1894.34,2705.86,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,2,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.700087957248342,-28.25,-54.01
"403",1434,"PROAGRO_MAIS","SUL","CATUIPE",4,125.55,1868.91,6277.12,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,2,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.297733674041599,-28.25,-54.01
"404",1438,"PROAGRO_MAIS","SUL","CATUIPE",2,76.42,1848.02,3821.56,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.483577387244999,-28.25,-54.01
"405",1450,"PROAGRO_MAIS","SUL","CATUIPE",1,37.86,1783.57,1893.01,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",11,2014,11,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",12,2014,12,2014,12,2014,0.94218731015684,-28.25,-54.01
"406",1451,"PROAGRO_MAIS","SUL","CATUIPE",1,36.23,1783.28,1811.41,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,12,2014,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.984470660976808,-28.25,-54.01
"407",1453,"PROAGRO_MAIS","SUL","CATUIPE",3,88.65,1780.31,4432.56,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,2,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.401643745375133,-28.25,-54.01
"408",1461,"PROAGRO_MAIS","SUL","CATUIPE",1,37.86,1693.1,1893.01,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",10,2014,10,2014,2,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.894395697856852,-28.25,-54.01
"409",1466,"PROAGRO_MAIS","SUL","CATUIPE",1.5,57.54,1650.66,2876.97,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.573749465583583,-28.25,-54.01
"410",1490,"PROAGRO_MAIS","SUL","CATUIPE",1,36.23,1422.72,1811.46,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",12,2014,12,2014,4,2015,5,2015,"SECA?????????????????????????????????????????",1,2015,3,2015,4,2015,0.785399622404028,-28.25,-54.01
"411",1495,"PROAGRO_MAIS","SUL","CATUIPE",1,36.08,1375.31,1803.91,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.762404998032053,-28.25,-54.01
"412",1551,"PROAGRO_MAIS","SUL","CATUIPE",1,36.23,686.57,1811.41,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,2,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.379025179280229,-28.25,-54.01
"413",1623,"PROAGRO_MAIS","SUL","CATUIPE",7,256.58,337.42,12828.99,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.026301369008784,-28.25,-54.01
"414",1511,"PROAGRO_MAIS","SUL","CERRO BRANCO",4,106.96,1257.97,5348,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",1,2015,1,2015,5,2015,5,2015,"SECA?????????????????????????????????????????",3,2015,3,2015,3,2015,0.235222513089005,-29.65,-52.93
"415",1652,"PROAGRO_MAIS","SUL","CERRO BRANCO",7.8,203.23,230,20322.61,"ARROZ","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Irrigadas",10,2014,10,2014,3,2015,4,2015,"CHUVA EXCESSIVA",10,2014,1,2015,1,2015,0.0113174439700412,-29.65,-52.93
"416",24,"PROAGRO_MAIS","SUL","CERRO GRANDE",40,1106.99,48405.05,55349.71,"TRIGO","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Safra de Inverno (3? Safra)",6,2014,6,2014,10,2014,10,2014,"CHUVA EXCESSIVA",9,2014,10,2014,10,2014,0.874531230606267,-27.6,-53.16
"417",114,"PROAGRO_MAIS","SUL","CERRO GRANDE",20,580,28593.9,29000,"TRIGO","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Safra de Inverno (3? Safra)",6,2014,6,2014,10,2014,11,2014,"CHUVA EXCESSIVA",9,2014,10,2014,10,2014,0.985996551724138,-27.6,-53.16
"418",653,"PROAGRO_MAIS","SUL","CERRO GRANDE",5,166.25,8102.41,8312.45,"TRIGO","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Safra de Inverno (3? Safra)",6,2014,6,2014,10,2014,11,2014,"CHUVA EXCESSIVA",9,2014,11,2014,11,2014,0.974731878086485,-27.6,-53.16
"419",675,"PROAGRO_MAIS","SUL","CERRO GRANDE",6,182.7,7847.69,9134.96,"TRIGO","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Safra de Inverno (3? Safra)",6,2014,6,2014,10,2014,11,2014,"CHUVA EXCESSIVA",9,2014,10,2014,10,2014,0.859083126800774,-27.6,-53.16
"420",1629,"PROAGRO_MAIS","SUL","CERRO GRANDE",16,592,296,29600,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,2,2015,"VENTO FORTE",12,2014,1,2015,1,2015,0.01,-27.6,-53.16
"421",1383,"PROAGRO_MAIS","SUL","CERRO GRANDE DO SUL",7,173.51,2224.04,8675.45,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",1,2015,1,2015,5,2015,5,2015,"SECA?????????????????????????????????????????",2,2015,4,2015,4,2015,0.25636018880865,-30.59,-51.73
"422",1651,"PROAGRO_MAIS","SUL","CERRO GRANDE DO SUL",5.5,136.33,230,6816.43,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",12,2014,12,2014,4,2015,4,2015,"SECA?????????????????????????????????????????",2,2015,3,2015,4,2015,0.0337420027785806,-30.59,-51.73
"423",274,"PROAGRO_MAIS","SUL","CERRO LARGO",11,370.6,17879.77,18529.92,"TRIGO","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Safra de Inverno (3? Safra)",6,2014,6,2014,10,2014,10,2014,"CHUVA EXCESSIVA",9,2014,10,2014,10,2014,0.964913502055055,-28.14,-54.73
"424",444,"PROAGRO_MAIS","SUL","CERRO LARGO",10,347.19,12032.33,17359.72,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,12,2014,12,2014,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.693117746138763,-28.14,-54.73
"425",547,"PROAGRO_MAIS","SUL","CERRO LARGO",7,243.04,9497.26,12151.8,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",12,2014,12,2014,4,2015,5,2015,"SECA?????????????????????????????????????????",2,2015,3,2015,3,2015,0.781551704274264,-28.14,-54.73
"426",572,"PROAGRO_MAIS","SUL","CERRO LARGO",7,262.28,9150.53,13113.54,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",12,2014,12,2014,1,2015,0.697792510641673,-28.14,-54.73
"427",628,"PROAGRO_MAIS","SUL","CERRO LARGO",6,207.84,8378.7,10392.24,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,11,2014,12,2014,0.80624581418443,-28.14,-54.73
"428",629,"PROAGRO_MAIS","SUL","CERRO LARGO",4,201.02,8372.59,10051,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,11,2014,12,2014,0.833010645706895,-28.14,-54.73
"429",674,"PROAGRO_MAIS","SUL","CERRO LARGO",5,199.77,7856,9988.63,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,12,2014,12,2014,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.786494243955377,-28.14,-54.73
"430",818,"PROAGRO_MAIS","SUL","CERRO LARGO",3.9,146.39,6073.23,7319.59,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,12,2014,12,2014,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.829722703047575,-28.14,-54.73
"431",858,"PROAGRO_MAIS","SUL","CERRO LARGO",3.9,135.1,5725.06,6754.95,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,11,2014,12,2014,0.84753551099564,-28.14,-54.73
"432",862,"PROAGRO_MAIS","SUL","CERRO LARGO",3,137.81,5629.06,6890.25,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,11,2014,12,2014,0.816960197380356,-28.14,-54.73
"433",890,"PROAGRO_MAIS","SUL","CERRO LARGO",2.5,125.64,5467.71,6281.87,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,11,2014,12,2014,0.870395280386254,-28.14,-54.73
"434",967,"PROAGRO_MAIS","SUL","CERRO LARGO",6.8,236.24,4754.13,11811.9,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.402486475503518,-28.14,-54.73
"435",979,"PROAGRO_MAIS","SUL","CERRO LARGO",4,113.13,4654.53,5656.74,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",10,2014,11,2014,12,2014,0.822829049947496,-28.14,-54.73
"436",1002,"PROAGRO_MAIS","SUL","CERRO LARGO",3,112.61,4523.34,5630.46,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,12,2014,12,2014,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.803369529310216,-28.14,-54.73
"437",1006,"PROAGRO_MAIS","SUL","CERRO LARGO",3,131.67,4504.64,6583.5,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,2,2015,2,2015,"SECA?????????????????????????????????????????",12,2014,12,2014,1,2015,0.684231791600213,-28.14,-54.73
"438",1241,"PROAGRO_MAIS","SUL","CERRO LARGO",2,79.9,3144.19,3995.45,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,12,2014,12,2014,"SECA?????????????????????????????????????????",10,2014,12,2014,12,2014,0.78694264726126,-28.14,-54.73
"439",1267,"PROAGRO_MAIS","SUL","CERRO LARGO",3,103.92,3006.5,5196.12,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,11,2014,1,2015,0.578604805123823,-28.14,-54.73
"440",1298,"PROAGRO_MAIS","SUL","CERRO LARGO",2,69.44,2796.68,3471.94,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,12,2014,12,2014,"SECA?????????????????????????????????????????",12,2014,12,2014,12,2014,0.805509311796863,-28.14,-54.73
"441",1344,"PROAGRO_MAIS","SUL","CERRO LARGO",2,79.23,2507.83,3961.78,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.633005871098345,-28.14,-54.73
"442",1513,"PROAGRO_MAIS","SUL","CERRO LARGO",3,115.5,1233.22,5775,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,9,2014,2,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.213544588744589,-28.14,-54.73
"443",109,"PROAGRO_MAIS","SUL","CHAPADA",12,608,29251.98,30400,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,11,2014,6,2015,"GRANIZO",10,2014,10,2014,10,2014,0.962236184210526,-28.05,-53.06
"444",125,"PROAGRO_MAIS","SUL","CHAPADA",17,589.66,27609.03,29482.98,"TRIGO","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Safra de Inverno (3? Safra)",6,2014,6,2014,10,2014,11,2014,"CHUVA EXCESSIVA",9,2014,10,2014,10,2014,0.936439600067564,-28.05,-53.06
"445",242,"PROAGRO_MAIS","SUL","CHAPADA",6,436.88,19190.26,21844,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",10,2014,10,2014,11,2014,4,2015,"CHUVA EXCESSIVA",12,2014,2,2015,2,2015,0.878514008423366,-28.05,-53.06
"446",299,"PROAGRO_MAIS","SUL","CHAPADA",10.7,363.63,16683.7,18181.2,"TRIGO","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Safra de Inverno (3? Safra)",6,2014,7,2014,10,2014,11,2014,"CHUVA EXCESSIVA",9,2014,10,2014,10,2014,0.917634699579786,-28.05,-53.06
"447",497,"PROAGRO_MAIS","SUL","CHAPADA",8,432,10662.59,21600,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,9,2014,11,2014,6,2015,"GRANIZO",10,2014,10,2014,10,2014,0.493638425925926,-28.05,-53.06
"448",557,"PROAGRO_MAIS","SUL","CHAPADA",3,186.44,9338.65,9321.84,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,2,2015,2,2015,"GRANIZO",10,2014,10,2014,10,2014,1.00180329205393,-28.05,-53.06
"449",728,"PROAGRO_MAIS","SUL","CHAPADA",5,155.77,7102.16,7788.64,"TRIGO","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Safra de Inverno (3? Safra)",6,2014,6,2014,10,2014,11,2014,"CHUVA EXCESSIVA",9,2014,10,2014,10,2014,0.911861377596089,-28.05,-53.06
"450",732,"PROAGRO_MAIS","SUL","CHAPADA",4,133.56,7046.93,6678.24,"TRIGO","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Safra de Inverno (3? Safra)",6,2014,6,2014,11,2014,12,2014,"GRANIZO",10,2014,10,2014,10,2014,1.0552076595031,-28.05,-53.06
"451",1693,"PROAGRO_MAIS","SUL","CHAPADA",12,680.52,125,34026.17,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,9,2014,11,2014,6,2015,"GRANIZO",10,2014,10,2014,10,2014,0.00367364296363652,-28.05,-53.06
"452",371,"PROAGRO_MAIS","SUL","CHARRUA",20,566.55,14284.59,28327.6,"TRIGO","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Safra de Inverno (3? Safra)",6,2014,6,2014,11,2014,11,2014,"CHUVA EXCESSIVA",9,2014,9,2014,11,2014,0.504264039311484,-27.95,-52.01
"453",943,"PROAGRO_MAIS","SUL","CHARRUA",3,166.55,4941.91,8327.7,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",11,2014,11,2014,3,2015,3,2015,"SECA?????????????????????????????????????????",1,2015,2,2015,4,2015,0.593430358922632,-27.95,-52.01
"454",0,"PROAGRO_MAIS","SUL","CHIAPETTA",58.48,2140,83373.57,107000,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,10,2014,3,2015,4,2015,"SECA?????????????????????????????????????????",10,2014,12,2014,1,2015,0.779192242990654,-28.17,-52.03
"455",78,"PROAGRO_MAIS","SUL","CHIAPETTA",7,398.19,34392.74,19909.63,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,12,2014,12,2014,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,1.72744244870447,-28.17,-52.03
"456",120,"PROAGRO_MAIS","SUL","CHIAPETTA",17,752,28225.58,37600,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,12,2014,12,2014,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.750680319148936,-28.17,-52.03
"457",157,"PROAGRO_MAIS","SUL","CHIAPETTA",27,632.97,23824.51,31648.3,"TRIGO","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Safra de Inverno (3? Safra)",6,2014,6,2014,10,2014,11,2014,"CHUVA EXCESSIVA",9,2014,10,2014,10,2014,0.752789565316304,-28.17,-52.03
"458",206,"PROAGRO_MAIS","SUL","CHIAPETTA",17,695.97,20856.47,34798.27,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,10,2014,2,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,2,2015,0.599353646028955,-28.17,-52.03
"459",239,"PROAGRO_MAIS","SUL","CHIAPETTA",4,239.4,19419.3,11970,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,12,2014,12,2014,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,1.62233082706767,-28.17,-52.03
"460",263,"PROAGRO_MAIS","SUL","CHIAPETTA",9,464,18243.8,23200,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,12,2014,12,2014,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.786370689655172,-28.17,-52.03
"461",288,"PROAGRO_MAIS","SUL","CHIAPETTA",10,452.2,17486.38,22610.01,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,10,2014,3,2015,4,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.773391077668696,-28.17,-52.03
"462",297,"PROAGRO_MAIS","SUL","CHIAPETTA",7,410.91,16769.84,20545.5,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,12,2014,12,2014,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.816229344625344,-28.17,-52.03
