"","X1","N_REMESSA","REGIAO","UF-MINICIPIO","AREA_ha","R$ ADICIONAL","R$ SINISTRO","R$_RISCO","N_SICOR","N_SICOR_VARIEDADE","TP_CULTURA","ZARC","CESTA_PROD","MESINI_PLANTIO","ANOINI_PLANTIO","MESFIM_PLANTIO","ANOFIM_PLANTIO","MESINI_COLHEITA","ANOINI_COLHEITA","MESFIM_COLHEITA","ANOFIM_COLHEITA","N_EVENTO","MESINI_EVENTO","ANOINI_EVENTO","MESFIM_EVENTO","ANOFIM_EVENTO","MESCOP","ANOCOP","Z","Latitude","Longitude"
"1",280,"PROAGRO_MAIS","SUL","AGUA SANTA",16,484.5,17766.89,24224.8,"TRIGO","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Safra de Inverno (3? Safra)",6,2014,6,2014,11,2014,11,2014,"CHUVA EXCESSIVA",9,2014,10,2014,10,2014,0.733417406954856,-28.17,-52.03
"2",578,"PROAGRO_MAIS","SUL","AGUA SANTA",15,319.91,9076.73,15995.7,"TRIGO","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Safra de Inverno (3? Safra)",6,2014,6,2014,11,2014,11,2014,"CHUVA EXCESSIVA",9,2014,9,2014,11,2014,0.567448126684046,-28.17,-52.03
"3",1454,"PROAGRO_MAIS","SUL","AGUDO",4.6,147.84,1774.09,7392.07,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,11,2014,2,2015,6,2015,"GRANIZO",12,2014,12,2014,12,2014,0.239999080095291,-29.64,-53.24
"4",1603,"PROAGRO_MAIS","SUL","AGUDO",8,235.44,354.04,23543.68,"ARROZ","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Irrigadas",9,2014,9,2014,3,2015,3,2015,"CHUVA EXCESSIVA",2,2015,2,2015,3,2015,0.0150375812107538,-29.64,-53.24
"5",10,"PROAGRO_MAIS","SUL","AJURICABA",32,1356.29,58102.77,67814.4,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,10,2014,4,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.856791035532276,-28.23,-53.77
"6",18,"PROAGRO_MAIS","SUL","AJURICABA",30,1266,52415.96,63300,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,10,2014,4,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.828056240126382,-28.23,-53.77
"7",34,"PROAGRO_MAIS","SUL","AJURICABA",25,995,43582.97,49750,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,10,2014,4,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.87603959798995,-28.23,-53.77
"8",38,"PROAGRO_MAIS","SUL","AJURICABA",21,933.84,42628.91,46691.85,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,10,2014,4,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.912983957585746,-28.23,-53.77
"9",42,"PROAGRO_MAIS","SUL","AJURICABA",30,1004.07,41909.07,50203.6,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.834782167015911,-28.23,-53.77
"10",53,"PROAGRO_MAIS","SUL","AJURICABA",25,995,38594.57,49750,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,10,2014,4,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.775770251256281,-28.23,-53.77
"11",58,"PROAGRO_MAIS","SUL","AJURICABA",35,890.08,37482.92,44503.9,"TRIGO","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Safra de Inverno (3? Safra)",6,2014,7,2014,10,2014,11,2014,"CHUVA EXCESSIVA",9,2014,10,2014,10,2014,0.842238994784727,-28.23,-53.77
"12",70,"PROAGRO_MAIS","SUL","AJURICABA",17,821.4,35229.35,41070,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,10,2014,10,2014,4,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.857787923058193,-28.23,-53.77
"13",79,"PROAGRO_MAIS","SUL","AJURICABA",18,779.38,33965.58,38969.06,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,10,2014,4,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.87160378002446,-28.23,-53.77
"14",98,"PROAGRO_MAIS","SUL","AJURICABA",15,697.68,30106.03,34884,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,10,2014,4,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.863032622405687,-28.23,-53.77
"15",119,"PROAGRO_MAIS","SUL","AJURICABA",15,697.68,28250.06,34884,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,10,2014,4,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.809828574704736,-28.23,-53.77
"16",126,"PROAGRO_MAIS","SUL","AJURICABA",13,569.32,27571.21,28466.1,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,10,2014,10,2014,4,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.968562957342242,-28.23,-53.77
"17",141,"PROAGRO_MAIS","SUL","AJURICABA",20,716.05,26074.28,35802.4,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",10,2014,10,2014,1,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.728283020132728,-28.23,-53.77
"18",158,"PROAGRO_MAIS","SUL","AJURICABA",14,613.12,23782.14,30655.8,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,10,2014,4,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.775779460982914,-28.23,-53.77
"19",189,"PROAGRO_MAIS","SUL","AJURICABA",16.8,483.88,21927.62,24194.02,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,10,2014,1,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.906323959391618,-28.23,-53.77
"20",190,"PROAGRO_MAIS","SUL","AJURICABA",16,577.25,21705.78,28862.59,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.752038538467962,-28.23,-53.77
"21",193,"PROAGRO_MAIS","SUL","AJURICABA",12,511.63,21497.32,25581.6,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,10,2014,10,2014,4,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.840343059073709,-28.23,-53.77
"22",207,"PROAGRO_MAIS","SUL","AJURICABA",10,404.76,20815.76,20237.89,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,10,2014,4,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,1.02855386604038,-28.23,-53.77
"23",223,"PROAGRO_MAIS","SUL","AJURICABA",11.7,540.14,19795.04,27007,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,10,2014,4,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.732959603065872,-28.23,-53.77
"24",228,"PROAGRO_MAIS","SUL","AJURICABA",17.5,504.04,19672.44,25202.1,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.780587332008047,-28.23,-53.77
"25",254,"PROAGRO_MAIS","SUL","AJURICABA",6,418.61,18743.64,20930.4,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,10,2014,4,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.895522302488247,-28.23,-53.77
"26",262,"PROAGRO_MAIS","SUL","AJURICABA",12.5,472.95,18299.19,23647.6,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.77382863377256,-28.23,-53.77
"27",285,"PROAGRO_MAIS","SUL","AJURICABA",10,465.12,17558.47,23256,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,10,2014,4,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.755008169934641,-28.23,-53.77
"28",294,"PROAGRO_MAIS","SUL","AJURICABA",14,573.97,16975.3,28698.3,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",10,2014,10,2014,2,2015,3,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.591508904708641,-28.23,-53.77
"29",295,"PROAGRO_MAIS","SUL","AJURICABA",12.9,371.55,16945.92,18577.55,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,10,2014,1,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.912171949476653,-28.23,-53.77
"30",313,"PROAGRO_MAIS","SUL","AJURICABA",15,567.91,16187.91,28395.26,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.570091980140347,-28.23,-53.77
"31",315,"PROAGRO_MAIS","SUL","AJURICABA",10,465.12,16034.5,23256,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",10,2014,10,2014,10,2014,4,2015,"SECA?????????????????????????????????????????",12,2014,12,2014,1,2015,0.689477984176127,-28.23,-53.77
"32",316,"PROAGRO_MAIS","SUL","AJURICABA",5,368.22,16024.98,18411,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,10,2014,4,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.870402476780186,-28.23,-53.77
"33",344,"PROAGRO_MAIS","SUL","AJURICABA",10,404,15202.69,20200,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,10,2014,4,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.752608415841584,-28.23,-53.77
"34",359,"PROAGRO_MAIS","SUL","AJURICABA",15,541.18,14732.51,27058.68,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,1,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.544465214119831,-28.23,-53.77
"35",369,"PROAGRO_MAIS","SUL","AJURICABA",9,340.75,14339.57,17037.15,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.841664832439698,-28.23,-53.77
"36",373,"PROAGRO_MAIS","SUL","AJURICABA",12,454.32,14128.89,22716.21,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.621973912021415,-28.23,-53.77
"37",380,"PROAGRO_MAIS","SUL","AJURICABA",10,362.28,13755.39,18114.19,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,9,2014,12,2014,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.759370968285085,-28.23,-53.77
"38",382,"PROAGRO_MAIS","SUL","AJURICABA",25,860.06,13648.22,43003,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",10,2014,10,2014,1,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.31737832244262,-28.23,-53.77
"39",402,"PROAGRO_MAIS","SUL","AJURICABA",6,279.07,12965.65,13953.6,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,10,2014,4,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.929197483086802,-28.23,-53.77
"40",410,"PROAGRO_MAIS","SUL","AJURICABA",10,362.28,12825.06,18114.19,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.708011785235774,-28.23,-53.77
"41",430,"PROAGRO_MAIS","SUL","AJURICABA",10,308.29,12316.18,15414.82,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",10,2014,10,2014,1,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.798983056565046,-28.23,-53.77
"42",462,"PROAGRO_MAIS","SUL","AJURICABA",8,289.83,11501.29,14491.35,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,12,2014,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.793665876540143,-28.23,-53.77
"43",472,"PROAGRO_MAIS","SUL","AJURICABA",25,905.91,11273.73,45295.71,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,11,2014,1,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.248891782466816,-28.23,-53.77
"44",525,"PROAGRO_MAIS","SUL","AJURICABA",5,218.97,9934.84,10948.5,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,10,2014,4,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.907415627711559,-28.23,-53.77
"45",529,"PROAGRO_MAIS","SUL","AJURICABA",5,232.56,9852.05,11628,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,4,2015,4,2015,"SECA?????????????????????????????????????????",10,2014,10,2014,10,2014,0.847269521843825,-28.23,-53.77
"46",537,"PROAGRO_MAIS","SUL","AJURICABA",10,378,9598.62,18900,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.507863492063492,-28.23,-53.77
"47",543,"PROAGRO_MAIS","SUL","AJURICABA",5,232.56,9549.35,11628,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,10,2014,4,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.821237530099759,-28.23,-53.77
"48",551,"PROAGRO_MAIS","SUL","AJURICABA",5.5,213.19,9434.94,10659,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,10,2014,4,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.885161835068956,-28.23,-53.77
"49",552,"PROAGRO_MAIS","SUL","AJURICABA",5,236.95,9423.22,11847.29,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.795390338212368,-28.23,-53.77
"50",563,"PROAGRO_MAIS","SUL","AJURICABA",6,216.47,9267.74,10823.47,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,12,2014,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.856263287097391,-28.23,-53.77
"51",565,"PROAGRO_MAIS","SUL","AJURICABA",10,360.78,9238,18039.12,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,9,2014,1,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.512109238144654,-28.23,-53.77
"52",566,"PROAGRO_MAIS","SUL","AJURICABA",6,279.07,9227.61,13953.6,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,10,2014,4,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.661306759545924,-28.23,-53.77
"53",571,"PROAGRO_MAIS","SUL","AJURICABA",7,253.6,9151.07,12679.93,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.721697201798433,-28.23,-53.77
"54",592,"PROAGRO_MAIS","SUL","AJURICABA",6,227.16,8920.59,11358.1,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.785394564231694,-28.23,-53.77
"55",616,"PROAGRO_MAIS","SUL","AJURICABA",7,321.92,8574.98,16096.09,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.532736832361151,-28.23,-53.77
"56",634,"PROAGRO_MAIS","SUL","AJURICABA",6.5,246.1,8330.48,12304.61,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,9,2014,1,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.677021051459575,-28.23,-53.77
"57",640,"PROAGRO_MAIS","SUL","AJURICABA",8.5,244.82,8186.08,12241.02,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,1,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.668741657149486,-28.23,-53.77
"58",646,"PROAGRO_MAIS","SUL","AJURICABA",9,385.98,8148.25,19299.22,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",10,2014,10,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.422206182426025,-28.23,-53.77
"59",657,"PROAGRO_MAIS","SUL","AJURICABA",4,186.05,8052.16,9302.4,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",10,2014,10,2014,10,2014,4,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.865600275197798,-28.23,-53.77
"60",676,"PROAGRO_MAIS","SUL","AJURICABA",5.5,210.18,7847.21,10509.3,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.746691977581761,-28.23,-53.77
"61",692,"PROAGRO_MAIS","SUL","AJURICABA",11,316.83,7626.54,15841.32,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,1,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.481433365401368,-28.23,-53.77
"62",703,"PROAGRO_MAIS","SUL","AJURICABA",4.5,170.98,7459.11,8549.14,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,2,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.872498286377343,-28.23,-53.77
"63",738,"PROAGRO_MAIS","SUL","AJURICABA",8,289.83,6964.54,14491.35,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,1,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.48059980609122,-28.23,-53.77
"64",766,"PROAGRO_MAIS","SUL","AJURICABA",9,259.22,6680.72,12961.08,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.515444700595938,-28.23,-53.77
"65",769,"PROAGRO_MAIS","SUL","AJURICABA",5,191.08,6618.23,9553.91,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.692724758763689,-28.23,-53.77
"66",797,"PROAGRO_MAIS","SUL","AJURICABA",10,288.02,6295.18,14401.2,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.43712885037358,-28.23,-53.77
"67",805,"PROAGRO_MAIS","SUL","AJURICABA",4,151.98,6210.22,7599.24,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,2,2015,3,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.817215932119528,-28.23,-53.77
"68",810,"PROAGRO_MAIS","SUL","AJURICABA",4,144.91,6166.61,7245.67,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.85107519387441,-28.23,-53.77
"69",814,"PROAGRO_MAIS","SUL","AJURICABA",5,180.39,6097.53,9019.56,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,9,2014,1,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.676034085919934,-28.23,-53.77
"70",817,"PROAGRO_MAIS","SUL","AJURICABA",8,288.63,6073.61,14431.29,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,9,2014,2,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,2,2015,0.420863969887654,-28.23,-53.77
"71",822,"PROAGRO_MAIS","SUL","AJURICABA",4,142.04,6054.2,7101.73,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,10,2014,1,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.852496504372878,-28.23,-53.77
"72",856,"PROAGRO_MAIS","SUL","AJURICABA",6,172.81,5743.47,8640.72,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.664698080715496,-28.23,-53.77
"73",859,"PROAGRO_MAIS","SUL","AJURICABA",4,144.91,5706.56,7245.67,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.787582100758108,-28.23,-53.77
"74",868,"PROAGRO_MAIS","SUL","AJURICABA",6,217.37,5604.33,10868.51,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.515648419148531,-28.23,-53.77
"75",920,"PROAGRO_MAIS","SUL","AJURICABA",3.18,115.2,5161.8,5760.31,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.896097605858018,-28.23,-53.77
"76",930,"PROAGRO_MAIS","SUL","AJURICABA",5,234.62,5060.75,11730.78,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,11,2014,12,2014,0.431407800674806,-28.23,-53.77
"77",937,"PROAGRO_MAIS","SUL","AJURICABA",4,144.31,4998.82,7215.64,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.692775692800639,-28.23,-53.77
"78",950,"PROAGRO_MAIS","SUL","AJURICABA",4,115.21,4881.56,5760.48,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",10,2014,10,2014,1,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.847422437019137,-28.23,-53.77
"79",965,"PROAGRO_MAIS","SUL","AJURICABA",4,155.13,4759.91,7756.54,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",10,2014,10,2014,1,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.613664082180972,-28.23,-53.77
"80",966,"PROAGRO_MAIS","SUL","AJURICABA",4,144.91,4756.88,7245.67,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.656513476324481,-28.23,-53.77
"81",969,"PROAGRO_MAIS","SUL","AJURICABA",5,189.98,4743.93,9499.05,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.499410993730952,-28.23,-53.77
"82",976,"PROAGRO_MAIS","SUL","AJURICABA",3.5,132.99,4676.63,6649.33,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.703323492742878,-28.23,-53.77
"83",1023,"PROAGRO_MAIS","SUL","AJURICABA",3,113.59,4369.01,5679.05,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.769320572983157,-28.23,-53.77
"84",1044,"PROAGRO_MAIS","SUL","AJURICABA",6,259.58,4276.63,12978.85,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,10,2014,4,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.329507622015818,-28.23,-53.77
"85",1063,"PROAGRO_MAIS","SUL","AJURICABA",3,113.59,4186.64,5679.05,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.737207807643884,-28.23,-53.77
"86",1080,"PROAGRO_MAIS","SUL","AJURICABA",5,144.01,4060.22,7200.6,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.563872455073188,-28.23,-53.77
"87",1148,"PROAGRO_MAIS","SUL","AJURICABA",3,92.93,3684.21,4646.49,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.792901738731817,-28.23,-53.77
"88",1160,"PROAGRO_MAIS","SUL","AJURICABA",2,75.99,3596.07,3799.62,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.946428853411657,-28.23,-53.77
"89",1168,"PROAGRO_MAIS","SUL","AJURICABA",3,108.24,3549.23,5411.73,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.655840184192486,-28.23,-53.77
"90",1185,"PROAGRO_MAIS","SUL","AJURICABA",3,113.59,3475.53,5679.05,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.611991442230655,-28.23,-53.77
"91",1187,"PROAGRO_MAIS","SUL","AJURICABA",3,108.69,3461.75,5434.25,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.637024428393983,-28.23,-53.77
"92",1218,"PROAGRO_MAIS","SUL","AJURICABA",4,155.04,3262.89,7752,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,10,2014,4,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.420909442724458,-28.23,-53.77
"93",1357,"PROAGRO_MAIS","SUL","AJURICABA",1,49.41,2401.74,2470.5,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",10,2014,10,2014,10,2014,4,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.972167577413479,-28.23,-53.77
